100	75m	3900000	4000000	0
101	60m	4750000	5060000	0
102	49m	5850000	6350000	0
103	41m	7200000	7500000	0
104	31m	9400000	9990000	0
105	25m	11600000	12100000	0
106	22m	13500000	13870000	0
107	19m	15100000	15600000	0
108	16m	17550000	18050000	0
109	15m	18900000	19020000	0
110	13m	21450000	21850000	0
111	11m	25600000	26100000	0
